,Awan3pm,Kelembaban3pm,Cluster
697,1.0,47.0,Tidak Bersalju
698,0.0,27.0,Tidak Bersalju
699,7.0,26.0,Tidak Bersalju
700,6.0,42.0,Tidak Bersalju
701,5.0,47.0,Tidak Bersalju
702,1.0,31.0,Tidak Bersalju
703,6.0,36.0,Tidak Bersalju
704,2.0,38.0,Tidak Bersalju
705,5.0,48.0,Tidak Bersalju
706,3.0,50.0,Tidak Bersalju
707,7.0,24.0,Tidak Bersalju
708,7.0,31.0,Tidak Bersalju
709,1.0,37.0,Tidak Bersalju
710,2.0,44.0,Tidak Bersalju
711,1.0,26.0,Tidak Bersalju
712,1.0,47.0,Tidak Bersalju
713,1.0,28.0,Tidak Bersalju
714,1.0,50.0,Tidak Bersalju
715,3.0,41.0,Tidak Bersalju
716,1.0,45.0,Tidak Bersalju
717,3.0,19.0,Tidak Bersalju
718,4.0,11.0,Tidak Bersalju
719,2.0,31.0,Tidak Bersalju
720,3.0,45.0,Tidak Bersalju
721,3.0,51.0,Tidak Bersalju
722,7.0,36.0,Tidak Bersalju
723,2.0,15.0,Tidak Bersalju
724,1.0,12.0,Tidak Bersalju
725,0.0,14.0,Tidak Bersalju
726,1.0,38.0,Tidak Bersalju
727,5.0,12.0,Tidak Bersalju
728,2.0,32.0,Tidak Bersalju
729,1.0,27.0,Tidak Bersalju
730,1.0,11.0,Tidak Bersalju
731,6.0,21.0,Tidak Bersalju
732,4.0,38.0,Tidak Bersalju
733,4.0,22.0,Tidak Bersalju
734,2.0,51.0,Tidak Bersalju
735,1.0,34.0,Tidak Bersalju
736,7.0,21.0,Tidak Bersalju
737,5.0,47.0,Tidak Bersalju
738,7.0,45.0,Tidak Bersalju
739,1.0,48.0,Tidak Bersalju
740,5.0,15.0,Tidak Bersalju
741,1.0,10.0,Tidak Bersalju
742,4.0,46.0,Tidak Bersalju
743,7.0,34.0,Tidak Bersalju
744,1.0,42.0,Tidak Bersalju
745,1.0,39.0,Tidak Bersalju
746,7.0,38.0,Tidak Bersalju
747,0.0,19.0,Tidak Bersalju
748,2.0,21.0,Tidak Bersalju
749,2.0,11.0,Tidak Bersalju
750,6.0,42.0,Tidak Bersalju
751,2.0,22.0,Tidak Bersalju
752,2.0,28.0,Tidak Bersalju
753,6.0,40.0,Tidak Bersalju
754,7.0,45.0,Tidak Bersalju
755,2.0,35.0,Tidak Bersalju
756,7.0,36.0,Tidak Bersalju
757,1.0,25.0,Tidak Bersalju
758,7.0,39.0,Tidak Bersalju
759,0.0,41.0,Tidak Bersalju
760,1.0,26.0,Tidak Bersalju
761,7.0,22.0,Tidak Bersalju
762,3.0,48.0,Tidak Bersalju
763,2.0,46.0,Tidak Bersalju
764,1.0,30.0,Tidak Bersalju
765,1.0,41.0,Tidak Bersalju
766,2.0,33.0,Tidak Bersalju
767,4.0,48.0,Tidak Bersalju
768,0.0,37.0,Tidak Bersalju
769,0.0,41.0,Tidak Bersalju
770,1.0,47.0,Tidak Bersalju
771,1.0,50.0,Tidak Bersalju
772,2.0,42.0,Tidak Bersalju
773,7.0,38.0,Tidak Bersalju
774,0.0,38.0,Tidak Bersalju
775,4.0,38.0,Tidak Bersalju
776,4.0,46.0,Tidak Bersalju
777,4.0,48.0,Tidak Bersalju
778,2.0,45.0,Tidak Bersalju
779,7.0,47.0,Tidak Bersalju
780,0.0,40.0,Tidak Bersalju
781,1.0,47.0,Tidak Bersalju
782,3.0,49.0,Tidak Bersalju
783,6.0,40.0,Tidak Bersalju
784,3.0,20.0,Tidak Bersalju
785,1.0,23.0,Tidak Bersalju
786,1.0,19.0,Tidak Bersalju
787,7.0,45.0,Tidak Bersalju
788,4.0,37.0,Tidak Bersalju
789,7.0,47.0,Tidak Bersalju
790,5.0,43.0,Tidak Bersalju
791,7.0,20.0,Tidak Bersalju
792,3.0,31.0,Tidak Bersalju
793,4.0,31.0,Tidak Bersalju
794,1.0,31.0,Tidak Bersalju
795,2.0,39.0,Tidak Bersalju
796,2.0,47.0,Tidak Bersalju
797,1.0,47.0,Tidak Bersalju
798,1.0,25.0,Tidak Bersalju
799,2.0,25.0,Tidak Bersalju
800,6.0,33.0,Tidak Bersalju
801,1.0,45.0,Tidak Bersalju
802,1.0,38.0,Tidak Bersalju
803,0.0,10.0,Tidak Bersalju
804,6.0,31.0,Tidak Bersalju
805,1.0,48.0,Tidak Bersalju
806,2.0,11.0,Tidak Bersalju
807,3.0,47.0,Tidak Bersalju
808,6.0,38.0,Tidak Bersalju
809,1.0,51.0,Tidak Bersalju
810,6.0,21.0,Tidak Bersalju
811,3.0,30.0,Tidak Bersalju
812,4.0,48.0,Tidak Bersalju
813,5.0,32.0,Tidak Bersalju
814,7.0,32.0,Tidak Bersalju
815,0.0,18.0,Tidak Bersalju
816,1.0,28.0,Tidak Bersalju
817,0.0,32.0,Tidak Bersalju
818,6.0,46.0,Tidak Bersalju
819,5.0,47.0,Tidak Bersalju
820,2.0,38.0,Tidak Bersalju
821,6.0,42.0,Tidak Bersalju
822,7.0,44.0,Tidak Bersalju
823,0.0,39.0,Tidak Bersalju
824,1.0,31.0,Tidak Bersalju
825,5.0,49.0,Tidak Bersalju
826,2.0,48.0,Tidak Bersalju
827,6.0,24.0,Tidak Bersalju
828,1.0,37.0,Tidak Bersalju
829,5.0,46.0,Tidak Bersalju
830,4.0,38.0,Tidak Bersalju
831,4.0,49.0,Tidak Bersalju
832,3.0,17.0,Tidak Bersalju
833,0.0,25.0,Tidak Bersalju
834,0.0,30.0,Tidak Bersalju
835,1.0,15.0,Tidak Bersalju
836,3.0,26.0,Tidak Bersalju
837,7.0,45.0,Tidak Bersalju
838,0.0,20.0,Tidak Bersalju
839,6.0,47.0,Tidak Bersalju
840,3.0,40.0,Tidak Bersalju
841,7.0,47.0,Tidak Bersalju
842,6.0,24.0,Tidak Bersalju
843,7.0,31.0,Tidak Bersalju
844,7.0,44.0,Tidak Bersalju
845,1.0,19.0,Tidak Bersalju
846,5.0,49.0,Tidak Bersalju
847,4.0,42.0,Tidak Bersalju
848,1.0,15.0,Tidak Bersalju
849,8.0,46.0,Tidak Bersalju
850,1.0,23.0,Tidak Bersalju
851,0.0,22.0,Tidak Bersalju
852,1.0,40.0,Tidak Bersalju
853,7.0,39.0,Tidak Bersalju
854,2.0,32.0,Tidak Bersalju
855,5.0,23.0,Tidak Bersalju
856,1.0,45.0,Tidak Bersalju
857,1.0,40.0,Tidak Bersalju
858,1.0,44.0,Tidak Bersalju
859,3.0,24.0,Tidak Bersalju
860,8.0,34.0,Tidak Bersalju
861,4.0,39.0,Tidak Bersalju
862,7.0,26.0,Tidak Bersalju
863,3.0,27.0,Tidak Bersalju
864,2.0,46.0,Tidak Bersalju
865,0.0,45.0,Tidak Bersalju
866,0.0,28.0,Tidak Bersalju
867,1.0,43.0,Tidak Bersalju
868,2.0,46.0,Tidak Bersalju
869,1.0,26.0,Tidak Bersalju
870,7.0,43.0,Tidak Bersalju
871,3.0,45.0,Tidak Bersalju
872,6.0,45.0,Tidak Bersalju
873,0.0,26.0,Tidak Bersalju
874,2.0,36.0,Tidak Bersalju
875,8.0,11.0,Tidak Bersalju
876,1.0,40.0,Tidak Bersalju
877,7.0,29.0,Tidak Bersalju
878,1.0,28.0,Tidak Bersalju
879,1.0,14.0,Tidak Bersalju
880,1.0,11.0,Tidak Bersalju
881,0.0,35.0,Tidak Bersalju
882,2.0,47.0,Tidak Bersalju
883,2.0,50.0,Tidak Bersalju
884,1.0,28.0,Tidak Bersalju
885,3.0,47.0,Tidak Bersalju
886,0.0,22.0,Tidak Bersalju
887,5.0,35.0,Tidak Bersalju
888,3.0,47.0,Tidak Bersalju
889,2.0,41.0,Tidak Bersalju
890,6.0,45.0,Tidak Bersalju
891,3.0,34.0,Tidak Bersalju
892,7.0,38.0,Tidak Bersalju
893,1.0,51.0,Tidak Bersalju
894,2.0,47.0,Tidak Bersalju
895,1.0,26.0,Tidak Bersalju
896,1.0,21.0,Tidak Bersalju
897,1.0,33.0,Tidak Bersalju
898,3.0,50.0,Tidak Bersalju
899,1.0,48.0,Tidak Bersalju
900,4.0,29.0,Tidak Bersalju
901,1.0,48.0,Tidak Bersalju
902,1.0,22.0,Tidak Bersalju
903,0.0,35.0,Tidak Bersalju
904,2.0,16.0,Tidak Bersalju
905,2.0,44.0,Tidak Bersalju
906,7.0,37.0,Tidak Bersalju
907,4.0,41.0,Tidak Bersalju
908,0.0,23.0,Tidak Bersalju
909,1.0,24.0,Tidak Bersalju
910,1.0,50.0,Tidak Bersalju
911,4.0,28.0,Tidak Bersalju
912,1.0,46.0,Tidak Bersalju
913,1.0,41.0,Tidak Bersalju
914,1.0,35.0,Tidak Bersalju
915,6.0,29.0,Tidak Bersalju
916,8.0,25.0,Tidak Bersalju
917,6.0,35.0,Tidak Bersalju
918,7.0,45.0,Tidak Bersalju
919,2.0,43.0,Tidak Bersalju
920,0.0,44.0,Tidak Bersalju
921,0.0,34.0,Tidak Bersalju
922,1.0,38.0,Tidak Bersalju
923,0.0,38.0,Tidak Bersalju
924,1.0,21.0,Tidak Bersalju
925,5.0,44.0,Tidak Bersalju
926,1.0,42.0,Tidak Bersalju
927,1.0,7.0,Tidak Bersalju
928,1.0,48.0,Tidak Bersalju
929,1.0,47.0,Tidak Bersalju
930,2.0,30.0,Tidak Bersalju
931,6.0,35.0,Tidak Bersalju
932,3.0,48.0,Tidak Bersalju
933,7.0,29.0,Tidak Bersalju
934,6.0,48.0,Tidak Bersalju
935,3.0,50.0,Tidak Bersalju
936,3.0,33.0,Tidak Bersalju
937,2.0,49.0,Tidak Bersalju
938,4.0,10.0,Tidak Bersalju
939,2.0,47.0,Tidak Bersalju
940,4.0,48.0,Tidak Bersalju
941,0.0,27.0,Tidak Bersalju
942,6.0,46.0,Tidak Bersalju
943,2.0,35.0,Tidak Bersalju
944,0.0,35.0,Tidak Bersalju
945,6.0,28.0,Tidak Bersalju
946,4.0,48.0,Tidak Bersalju
947,6.0,40.0,Tidak Bersalju
948,4.0,47.0,Tidak Bersalju
949,1.0,40.0,Tidak Bersalju
950,3.0,26.0,Tidak Bersalju
951,8.0,48.0,Tidak Bersalju
952,5.0,21.0,Tidak Bersalju
953,0.0,34.0,Tidak Bersalju
954,1.0,50.0,Tidak Bersalju
955,7.0,46.0,Tidak Bersalju
956,1.0,38.0,Tidak Bersalju
957,4.0,41.0,Tidak Bersalju
958,3.0,9.0,Tidak Bersalju
959,6.0,24.0,Tidak Bersalju
960,8.0,22.0,Tidak Bersalju
961,3.0,37.0,Tidak Bersalju
962,0.0,10.0,Tidak Bersalju
963,1.0,25.0,Tidak Bersalju
964,3.0,45.0,Tidak Bersalju
965,1.0,33.0,Tidak Bersalju
966,1.0,40.0,Tidak Bersalju
967,2.0,17.0,Tidak Bersalju
968,1.0,37.0,Tidak Bersalju
969,7.0,48.0,Tidak Bersalju
970,2.0,16.0,Tidak Bersalju
971,1.0,50.0,Tidak Bersalju
972,7.0,24.0,Tidak Bersalju
973,5.0,35.0,Tidak Bersalju
974,5.0,43.0,Tidak Bersalju
975,0.0,38.0,Tidak Bersalju
976,1.0,24.0,Tidak Bersalju
977,0.0,29.0,Tidak Bersalju
978,1.0,33.0,Tidak Bersalju
979,1.0,31.0,Tidak Bersalju
980,1.0,39.0,Tidak Bersalju
981,3.0,44.0,Tidak Bersalju
982,7.0,27.0,Tidak Bersalju
983,0.0,15.0,Tidak Bersalju
984,0.0,50.0,Tidak Bersalju
985,7.0,32.0,Tidak Bersalju
986,2.0,45.0,Tidak Bersalju
987,2.0,21.0,Tidak Bersalju
988,0.0,32.0,Tidak Bersalju
989,7.0,34.0,Tidak Bersalju
990,1.0,45.0,Tidak Bersalju
991,1.0,49.0,Tidak Bersalju
992,3.0,25.0,Tidak Bersalju
993,4.0,45.0,Tidak Bersalju
994,3.0,30.0,Tidak Bersalju
995,6.0,39.0,Tidak Bersalju
996,6.0,37.0,Tidak Bersalju
997,4.0,28.0,Tidak Bersalju
998,0.0,14.0,Tidak Bersalju
999,6.0,19.0,Tidak Bersalju
1000,1.0,42.0,Tidak Bersalju
1001,1.0,16.0,Tidak Bersalju
1002,0.0,26.0,Tidak Bersalju
1003,1.0,15.0,Tidak Bersalju
1004,5.0,37.0,Tidak Bersalju
1005,3.0,50.0,Tidak Bersalju
1006,5.0,45.0,Tidak Bersalju
1007,6.0,26.0,Tidak Bersalju
1008,1.0,47.0,Tidak Bersalju
1009,3.0,17.0,Tidak Bersalju
1010,4.0,29.0,Tidak Bersalju
1011,6.0,37.0,Tidak Bersalju
1012,7.0,24.0,Tidak Bersalju
1013,7.0,9.0,Tidak Bersalju
1014,5.0,39.0,Tidak Bersalju
1015,2.0,39.0,Tidak Bersalju
1016,3.0,27.0,Tidak Bersalju
1017,1.0,51.0,Tidak Bersalju
1018,6.0,37.0,Tidak Bersalju
1019,0.0,32.0,Tidak Bersalju
1020,7.0,40.0,Tidak Bersalju
1021,5.0,22.0,Tidak Bersalju
1022,1.0,17.0,Tidak Bersalju
1023,4.0,33.0,Tidak Bersalju
1024,6.0,13.0,Tidak Bersalju
1025,0.0,15.0,Tidak Bersalju
1026,1.0,46.0,Tidak Bersalju
1027,3.0,24.0,Tidak Bersalju
1028,1.0,46.0,Tidak Bersalju
1029,3.0,43.0,Tidak Bersalju
1030,5.0,41.0,Tidak Bersalju
1031,0.0,45.0,Tidak Bersalju
1032,6.0,38.0,Tidak Bersalju
1033,1.0,40.0,Tidak Bersalju
1034,7.0,47.0,Tidak Bersalju
1035,5.0,42.0,Tidak Bersalju
1036,2.0,50.0,Tidak Bersalju
1037,0.0,27.0,Tidak Bersalju
1038,3.0,33.0,Tidak Bersalju
1039,1.0,28.0,Tidak Bersalju
1040,3.0,37.0,Tidak Bersalju
1041,0.0,11.0,Tidak Bersalju
1042,7.0,43.0,Tidak Bersalju
1043,7.0,16.0,Tidak Bersalju
1044,2.0,43.0,Tidak Bersalju
1045,6.0,22.0,Tidak Bersalju
1046,5.0,45.0,Tidak Bersalju
1047,3.0,37.0,Tidak Bersalju
1048,3.0,36.0,Tidak Bersalju
1049,1.0,35.0,Tidak Bersalju
1050,1.0,12.0,Tidak Bersalju
1051,1.0,21.0,Tidak Bersalju
1052,0.0,15.0,Tidak Bersalju
1053,7.0,25.0,Tidak Bersalju
1054,1.0,38.0,Tidak Bersalju
1055,3.0,48.0,Tidak Bersalju
1056,2.0,49.0,Tidak Bersalju
1057,6.0,43.0,Tidak Bersalju
1058,1.0,44.0,Tidak Bersalju
1059,8.0,30.0,Tidak Bersalju
1060,7.0,44.0,Tidak Bersalju
1061,3.0,39.0,Tidak Bersalju
1062,7.0,36.0,Tidak Bersalju
1063,6.0,28.0,Tidak Bersalju
1064,2.0,8.0,Tidak Bersalju
1065,7.0,45.0,Tidak Bersalju
1066,1.0,34.0,Tidak Bersalju
1067,2.0,44.0,Tidak Bersalju
1068,8.0,29.0,Tidak Bersalju
1069,7.0,35.0,Tidak Bersalju
1070,6.0,37.0,Tidak Bersalju
1071,5.0,18.0,Tidak Bersalju
1072,5.0,44.0,Tidak Bersalju
1073,1.0,29.0,Tidak Bersalju
1074,1.0,19.0,Tidak Bersalju
1075,1.0,11.0,Tidak Bersalju
1076,0.0,23.0,Tidak Bersalju
1077,4.0,45.0,Tidak Bersalju
1078,1.0,43.0,Tidak Bersalju
1079,4.0,36.0,Tidak Bersalju
1080,5.0,44.0,Tidak Bersalju
1081,1.0,32.0,Tidak Bersalju
1082,0.0,32.0,Tidak Bersalju
1083,1.0,48.0,Tidak Bersalju
1084,5.0,14.0,Tidak Bersalju
1085,0.0,25.0,Tidak Bersalju
1086,1.0,30.0,Tidak Bersalju
1087,4.0,45.0,Tidak Bersalju
1088,0.0,26.0,Tidak Bersalju
1089,6.0,42.0,Tidak Bersalju
1090,1.0,51.0,Tidak Bersalju
1091,4.0,27.0,Tidak Bersalju
1092,1.0,43.0,Tidak Bersalju
1093,0.0,38.0,Tidak Bersalju
1094,5.0,45.0,Tidak Bersalju
1095,2.0,50.0,Tidak Bersalju
1096,7.0,38.0,Tidak Bersalju
1097,1.0,33.0,Tidak Bersalju
1098,6.0,33.0,Tidak Bersalju
1099,6.0,45.0,Tidak Bersalju
1100,2.0,20.0,Tidak Bersalju
1101,6.0,45.0,Tidak Bersalju
1102,3.0,51.0,Tidak Bersalju
1103,0.0,16.0,Tidak Bersalju
1104,0.0,42.0,Tidak Bersalju
1105,1.0,32.0,Tidak Bersalju
1106,7.0,33.0,Tidak Bersalju
1107,5.0,41.0,Tidak Bersalju
1108,2.0,51.0,Tidak Bersalju
1109,4.0,44.0,Tidak Bersalju
1110,5.0,18.0,Tidak Bersalju
1111,0.0,19.0,Tidak Bersalju
1112,0.0,12.0,Tidak Bersalju
1113,5.0,34.0,Tidak Bersalju
1114,1.0,33.0,Tidak Bersalju
1115,2.0,18.0,Tidak Bersalju
1116,7.0,17.0,Tidak Bersalju
1117,7.0,29.0,Tidak Bersalju
1118,6.0,15.0,Tidak Bersalju
1119,5.0,47.0,Tidak Bersalju
1120,4.0,9.0,Tidak Bersalju
1121,3.0,29.0,Tidak Bersalju
1122,2.0,51.0,Tidak Bersalju
1123,7.0,48.0,Tidak Bersalju
1124,5.0,48.0,Tidak Bersalju
1125,6.0,17.0,Tidak Bersalju
1126,7.0,46.0,Tidak Bersalju
1127,1.0,41.0,Tidak Bersalju
1128,1.0,35.0,Tidak Bersalju
1129,2.0,20.0,Tidak Bersalju
1130,3.0,38.0,Tidak Bersalju
1131,0.0,26.0,Tidak Bersalju
1132,0.0,30.0,Tidak Bersalju
1133,5.0,40.0,Tidak Bersalju
1134,2.0,47.0,Tidak Bersalju
1135,4.0,18.0,Tidak Bersalju
1136,7.0,32.0,Tidak Bersalju
1137,3.0,48.0,Tidak Bersalju
1138,2.0,34.0,Tidak Bersalju
1139,4.0,44.0,Tidak Bersalju
1140,7.0,45.0,Tidak Bersalju
1141,1.0,14.0,Tidak Bersalju
1142,6.0,14.0,Tidak Bersalju
1143,7.0,43.0,Tidak Bersalju
1144,7.0,45.0,Tidak Bersalju
1145,1.0,46.0,Tidak Bersalju
1146,1.0,20.0,Tidak Bersalju
1147,1.0,49.0,Tidak Bersalju
1148,3.0,30.0,Tidak Bersalju
1149,2.0,50.0,Tidak Bersalju
1150,1.0,37.0,Tidak Bersalju
1151,7.0,4.0,Tidak Bersalju
1152,4.0,10.0,Tidak Bersalju
1153,2.0,41.0,Tidak Bersalju
1154,1.0,43.0,Tidak Bersalju
1155,7.0,42.0,Tidak Bersalju
1156,5.0,14.0,Tidak Bersalju
1157,2.0,31.0,Tidak Bersalju
1158,0.0,27.0,Tidak Bersalju
1159,0.0,46.0,Tidak Bersalju
1160,1.0,19.0,Tidak Bersalju
1161,0.0,34.0,Tidak Bersalju
1162,5.0,44.0,Tidak Bersalju
1163,3.0,50.0,Tidak Bersalju
1164,3.0,34.0,Tidak Bersalju
1165,7.0,41.0,Tidak Bersalju
1166,6.0,23.0,Tidak Bersalju
1167,0.0,29.0,Tidak Bersalju
1168,2.0,49.0,Tidak Bersalju
1169,0.0,43.0,Tidak Bersalju
1170,2.0,22.0,Tidak Bersalju
1171,2.0,48.0,Tidak Bersalju
1172,7.0,48.0,Tidak Bersalju
1173,7.0,44.0,Tidak Bersalju
1174,7.0,48.0,Tidak Bersalju
1175,1.0,23.0,Tidak Bersalju
1176,3.0,47.0,Tidak Bersalju
1177,0.0,19.0,Tidak Bersalju
1178,4.0,36.0,Tidak Bersalju
1179,1.0,45.0,Tidak Bersalju
1180,5.0,40.0,Tidak Bersalju
1181,2.0,26.0,Tidak Bersalju
1182,1.0,44.0,Tidak Bersalju
1183,2.0,41.0,Tidak Bersalju
1184,2.0,48.0,Tidak Bersalju
1185,3.0,20.0,Tidak Bersalju
1186,3.0,51.0,Tidak Bersalju
1187,0.0,48.0,Tidak Bersalju
1188,1.0,29.0,Tidak Bersalju
1189,1.0,51.0,Tidak Bersalju
1190,3.0,46.0,Tidak Bersalju
1191,7.0,44.0,Tidak Bersalju
1192,1.0,19.0,Tidak Bersalju
1193,0.0,42.0,Tidak Bersalju
1194,0.0,35.0,Tidak Bersalju
1195,7.0,48.0,Tidak Bersalju
1196,3.0,20.0,Tidak Bersalju
1197,5.0,49.0,Tidak Bersalju
1198,1.0,16.0,Tidak Bersalju
1199,6.0,43.0,Tidak Bersalju
1200,3.0,24.0,Tidak Bersalju
1201,4.0,24.0,Tidak Bersalju
1202,0.0,6.0,Tidak Bersalju
1203,6.0,34.0,Tidak Bersalju
1204,4.0,43.0,Tidak Bersalju
1205,6.0,42.0,Tidak Bersalju
1206,2.0,39.0,Tidak Bersalju
1207,5.0,21.0,Tidak Bersalju
1208,2.0,17.0,Tidak Bersalju
1209,3.0,46.0,Tidak Bersalju
1210,4.0,12.0,Tidak Bersalju
1211,0.0,46.0,Tidak Bersalju
1212,1.0,17.0,Tidak Bersalju
1213,7.0,45.0,Tidak Bersalju
1214,7.0,37.0,Tidak Bersalju
1215,1.0,49.0,Tidak Bersalju
1216,2.0,15.0,Tidak Bersalju
1217,0.0,31.0,Tidak Bersalju
1218,7.0,38.0,Tidak Bersalju
1219,6.0,45.0,Tidak Bersalju
1220,2.0,35.0,Tidak Bersalju
1221,0.0,31.0,Tidak Bersalju
1222,1.0,47.0,Tidak Bersalju
1223,1.0,30.0,Tidak Bersalju
1224,7.0,33.0,Tidak Bersalju
1225,7.0,35.0,Tidak Bersalju
1226,3.0,45.0,Tidak Bersalju
1227,1.0,33.0,Tidak Bersalju
1228,4.0,41.0,Tidak Bersalju
1229,7.0,38.0,Tidak Bersalju
1230,7.0,23.0,Tidak Bersalju
1231,4.0,32.0,Tidak Bersalju
1232,8.0,24.0,Tidak Bersalju
1233,6.0,40.0,Tidak Bersalju
1234,0.0,28.0,Tidak Bersalju
1235,5.0,34.0,Tidak Bersalju
1236,8.0,44.0,Tidak Bersalju
1237,1.0,35.0,Tidak Bersalju
1238,3.0,29.0,Tidak Bersalju
1239,5.0,8.0,Tidak Bersalju
1240,3.0,38.0,Tidak Bersalju
1241,1.0,20.0,Tidak Bersalju
1242,3.0,29.0,Tidak Bersalju
1243,6.0,30.0,Tidak Bersalju
1244,1.0,43.0,Tidak Bersalju
1245,3.0,41.0,Tidak Bersalju
1246,4.0,29.0,Tidak Bersalju
1247,1.0,50.0,Tidak Bersalju
1248,1.0,21.0,Tidak Bersalju
1249,3.0,44.0,Tidak Bersalju
1250,4.0,10.0,Tidak Bersalju
1251,7.0,21.0,Tidak Bersalju
1252,6.0,39.0,Tidak Bersalju
1253,1.0,45.0,Tidak Bersalju
1254,0.0,49.0,Tidak Bersalju
1255,1.0,51.0,Tidak Bersalju
1256,4.0,40.0,Tidak Bersalju
1257,7.0,14.0,Tidak Bersalju
1258,5.0,40.0,Tidak Bersalju
1259,3.0,26.0,Tidak Bersalju
1260,1.0,46.0,Tidak Bersalju
1261,5.0,18.0,Tidak Bersalju
1262,7.0,21.0,Tidak Bersalju
1263,1.0,47.0,Tidak Bersalju
1264,1.0,29.0,Tidak Bersalju
1265,1.0,22.0,Tidak Bersalju
1266,7.0,19.0,Tidak Bersalju
1267,6.0,15.0,Tidak Bersalju
1268,6.0,41.0,Tidak Bersalju
1269,1.0,44.0,Tidak Bersalju
1270,1.0,42.0,Tidak Bersalju
1271,3.0,21.0,Tidak Bersalju
1272,1.0,29.0,Tidak Bersalju
1273,3.0,37.0,Tidak Bersalju
1274,6.0,36.0,Tidak Bersalju
1275,5.0,16.0,Tidak Bersalju
1276,1.0,43.0,Tidak Bersalju
1277,1.0,41.0,Tidak Bersalju
1278,7.0,44.0,Tidak Bersalju
1279,7.0,43.0,Tidak Bersalju
1280,7.0,42.0,Tidak Bersalju
1281,7.0,35.0,Tidak Bersalju
1282,1.0,51.0,Tidak Bersalju
1283,1.0,51.0,Tidak Bersalju
1284,7.0,29.0,Tidak Bersalju
1285,1.0,47.0,Tidak Bersalju
1286,1.0,24.0,Tidak Bersalju
1287,3.0,35.0,Tidak Bersalju
1288,1.0,29.0,Tidak Bersalju
1289,6.0,14.0,Tidak Bersalju
1290,0.0,24.0,Tidak Bersalju
1291,2.0,14.0,Tidak Bersalju
1292,1.0,17.0,Tidak Bersalju
1293,1.0,30.0,Tidak Bersalju
1294,3.0,33.0,Tidak Bersalju
1295,7.0,40.0,Tidak Bersalju
1296,7.0,30.0,Tidak Bersalju
1297,0.0,20.0,Tidak Bersalju
1298,2.0,46.0,Tidak Bersalju
1299,3.0,47.0,Tidak Bersalju
1300,4.0,33.0,Tidak Bersalju
1301,1.0,43.0,Tidak Bersalju
1302,1.0,39.0,Tidak Bersalju
1303,1.0,50.0,Tidak Bersalju
1304,1.0,46.0,Tidak Bersalju
1305,1.0,34.0,Tidak Bersalju
1306,1.0,34.0,Tidak Bersalju
1307,7.0,48.0,Tidak Bersalju
1308,4.0,38.0,Tidak Bersalju
1309,6.0,37.0,Tidak Bersalju
1310,1.0,27.0,Tidak Bersalju
1311,6.0,43.0,Tidak Bersalju
1312,1.0,30.0,Tidak Bersalju
1313,1.0,41.0,Tidak Bersalju
1314,7.0,45.0,Tidak Bersalju
1315,6.0,25.0,Tidak Bersalju
1316,6.0,37.0,Tidak Bersalju
1317,1.0,30.0,Tidak Bersalju
1318,1.0,26.0,Tidak Bersalju
1319,1.0,12.0,Tidak Bersalju
1320,0.0,8.0,Tidak Bersalju
1321,6.0,29.0,Tidak Bersalju
1322,1.0,38.0,Tidak Bersalju
1323,7.0,39.0,Tidak Bersalju
1324,1.0,37.0,Tidak Bersalju
1325,0.0,22.0,Tidak Bersalju
1326,7.0,35.0,Tidak Bersalju
1327,7.0,47.0,Tidak Bersalju
1328,7.0,47.0,Tidak Bersalju
1329,5.0,48.0,Tidak Bersalju
1330,0.0,7.0,Tidak Bersalju
1331,1.0,36.0,Tidak Bersalju
1332,6.0,37.0,Tidak Bersalju
1333,6.0,23.0,Tidak Bersalju
1334,5.0,20.0,Tidak Bersalju
1335,1.0,43.0,Tidak Bersalju
1336,1.0,25.0,Tidak Bersalju
1337,2.0,21.0,Tidak Bersalju
1338,2.0,32.0,Tidak Bersalju
1339,1.0,46.0,Tidak Bersalju
1340,1.0,29.0,Tidak Bersalju
1341,1.0,28.0,Tidak Bersalju
1342,8.0,24.0,Tidak Bersalju
1343,5.0,36.0,Tidak Bersalju
1344,2.0,40.0,Tidak Bersalju
1345,7.0,38.0,Tidak Bersalju
1346,1.0,43.0,Tidak Bersalju
1347,7.0,24.0,Tidak Bersalju
1348,7.0,24.0,Tidak Bersalju
1349,0.0,23.0,Tidak Bersalju
1350,0.0,23.0,Tidak Bersalju
1351,6.0,39.0,Tidak Bersalju
1352,7.0,37.0,Tidak Bersalju
1353,1.0,48.0,Tidak Bersalju
1354,5.0,46.0,Tidak Bersalju
1355,2.0,49.0,Tidak Bersalju
1356,7.0,47.0,Tidak Bersalju
1357,1.0,38.0,Tidak Bersalju
1358,2.0,47.0,Tidak Bersalju
1359,2.0,30.0,Tidak Bersalju
1360,1.0,14.0,Tidak Bersalju
1361,4.0,49.0,Tidak Bersalju
1362,1.0,21.0,Tidak Bersalju
1363,1.0,35.0,Tidak Bersalju
1364,7.0,30.0,Tidak Bersalju
1365,5.0,42.0,Tidak Bersalju
1366,2.0,32.0,Tidak Bersalju
1367,3.0,36.0,Tidak Bersalju
1368,1.0,25.0,Tidak Bersalju
1369,6.0,32.0,Tidak Bersalju
1370,3.0,42.0,Tidak Bersalju
1371,1.0,27.0,Tidak Bersalju
1372,1.0,44.0,Tidak Bersalju
1373,6.0,39.0,Tidak Bersalju
1374,4.0,46.0,Tidak Bersalju
1375,3.0,12.0,Tidak Bersalju
1376,2.0,38.0,Tidak Bersalju
